GENERO;RENTA;EDAD;TOTAL_DEUDA;M_MOROSO;MONTO;FUGA
F;6950442;37;825940;1;4800000;NO FUGA
M;34818;43;5758;2;900000;FUGA
M;155511;43;29090;1;1500000;FUGA
M;238749;55;128906;2;550000;FUGA
M;501336;41;11578373;2;8000000;FUGA
M;686731;52;806848;1;3300000;FUGA
M;4780941;43;3593463;1;6200000;FUGA
F;2197399;31;316;0;2700000;NO FUGA
M;529982;51;26581;2;3100000;NO FUGA
M;792478;53;168329;1;5800000;FUGA
F;183585;47;31700;1;2400000;FUGA
F;893679;45;698756;2;6500000;FUGA
M;105315;40;2071087;1;1600000;FUGA
M;917565;43;1016;1;3700000;FUGA
M;830317;51;918484;1;8000000;FUGA
F;4288458;55;15744558;2;8000000;NO FUGA
F;589952;43;1010872;1;500000;NO FUGA
M;111297;50;133652;1;1900000;FUGA
F;31098;44;494281;0;1500000;NO FUGA
F;512368;53;419316;1;7300000;NO FUGA
F;172323;45;1129078;1;700000;NO FUGA
M;482564;21;36078;1;3400000;FUGA
M;1026105;28;196561;1;5500000;FUGA
M;168898;26;828332;1;1100000;FUGA
M;239315;53;913164;1;8000000;FUGA
M;254724;32;615292;1;2400000;NO FUGA
F;660696;50;254;1;1900000;NO FUGA
M;1665222;52;82780;2;5500000;FUGA
F;146185;30;606525;1;1100000;NO FUGA
M;386456;41;362105;1;4300000;FUGA
M;55717;50;269177;2;1500000;FUGA
M;1080303;43;862587;1;5800000;FUGA
M;794764;38;17420;3;2500000;NO FUGA
F;2208481;33;44642;1;2100000;NO FUGA
M;49053;40;1782158;2;1200000;FUGA
F;342480;29;39756;1;700000;NO FUGA
F;86929;52;48943;1;1600000;NO FUGA
F;180426;43;0;0;2200000;NO FUGA
F;3804224;51;55688;3;8000000;FUGA
M;62336;40;167040;1;3500000;FUGA
M;425360;54;426932;1;8000000;FUGA
F;4429595;40;400721;1;3900000;NO FUGA
M;491948;31;311828;2;1400000;NO FUGA
F;58419;38;2087773;1;5000000;NO FUGA
M;426010;31;72438;1;1700000;FUGA
M;624386;32;383293;1;3600000;NO FUGA
M;49126;42;325269;1;3400000;FUGA
F;6821416;38;193016;1;8000000;NO FUGA
M;37101;44;775652;1;8000000;FUGA
M;722976;38;4581629;1;4300000;NO FUGA
M;461988;47;97311;1;1600000;FUGA
F;173589;45;38926;1;1900000;FUGA
F;412394;36;189802;1;1400000;NO FUGA
F;6875424;38;312844;1;550000;NO FUGA
M;2481794;44;307805;1;4800000;FUGA
M;174759;49;1683748;2;2100000;FUGA
M;682092;28;114572;2;5500000;NO FUGA
F;17383;44;1658;0;4500000;NO FUGA
M;46083;40;2858705;2;6500000;FUGA
M;1310537;40;1001208;1;3500000;FUGA
F;1595291;40;32440;0;8000000;NO FUGA
M;753243;49;49658;1;4600000;FUGA
M;214119;41;613291;1;2900000;NO FUGA
F;39653;34;1102523;1;3500000;NO FUGA
M;459702;31;115139;1;1800000;NO FUGA
F;44123;44;198130;3;8000000;NO FUGA
M;498511;47;159102;1;2400000;FUGA
F;20957;52;268085;1;2300000;NO FUGA
F;477134;48;1721199;1;600000;FUGA
M;412472;52;182365;1;1900000;FUGA
M;482469;39;721402;2;1100000;NO FUGA
M;1477802;40;414413;3;3000000;FUGA
M;115805;49;566783;1;1500000;NO FUGA
F;544803;53;625;1;2400000;NO FUGA
F;552821;41;538907;2;4600000;FUGA
M;46683;46;1229195;3;7000000;FUGA
M;15086;34;674313;1;900000;FUGA
M;1083289;47;370498;3;5100000;FUGA
F;1941545;35;616886;1;1500000;NO FUGA
M;34536;42;321099;1;6800000;FUGA
M;699938;49;455301;1;3300000;FUGA
M;1530;37;327461;2;2400000;NO FUGA
F;395316;58;61392;1;1900000;NO FUGA
M;408792;51;264061;3;4700000;FUGA
M;36300;41;132615;1;4100000;NO FUGA
F;114996;59;1291671;1;4100000;NO FUGA
M;301939;41;29136;1;3300000;FUGA
F;1292296;37;2390294;1;1300000;NO FUGA
M;308625;43;654356;1;4100000;NO FUGA
M;203148;41;433993;1;800000;FUGA
M;434232;47;304607;1;1700000;FUGA
M;2348095;44;58771;1;1800000;FUGA
F;6832;39;549064;1;1000000;NO FUGA
F;912486;34;14611658;1;8000000;NO FUGA
F;765768;47;1162940;1;4600000;FUGA
F;11386;50;3570550;1;3600000;NO FUGA
M;918;45;228682;3;8000000;FUGA
M;132181;37;87625;1;1600000;NO FUGA
M;340784;35;33125;1;1600000;NO FUGA
F;2335262;53;1918;1;8000000;NO FUGA
F;1247427;32;83489;1;1400000;NO FUGA
M;820800;41;1086264;2;7500000;NO FUGA
M;120594;41;849789;1;3900000;FUGA
M;185388;54;1373667;1;5000000;FUGA
F;149899;41;6;0;2100000;NO FUGA
M;102924;47;791590;3;2300000;FUGA
F;423750;41;916971;2;3100000;FUGA
F;194566;49;137988;1;1800000;FUGA
M;164638;48;96726;1;1700000;NO FUGA
F;176;44;1713;1;2200000;NO FUGA
M;186248;45;348736;2;3900000;FUGA
F;27510;46;206416;1;2400000;NO FUGA
M;62909;50;217843;1;2000000;FUGA
M;535592;49;195488;2;700000;FUGA
F;239391;34;153820;1;2600000;NO FUGA
M;3171246;53;84443;3;8000000;NO FUGA
M;1591867;46;1089766;1;8000000;FUGA
M;46293;34;643811;1;3100000;NO FUGA
F;690174;49;426176;1;4400000;FUGA
F;3229040;47;1164897;1;8000000;NO FUGA
M;348365;51;397010;3;4700000;FUGA
F;4733057;34;122902;3;2500000;NO FUGA
F;439913;42;18692;1;2300000;FUGA
M;2025932;44;222031;1;8000000;NO FUGA
M;1489720;47;2043849;2;8000000;FUGA
F;101775;29;56861;1;1400000;NO FUGA
F;2124808;47;424188;1;8000000;NO FUGA
M;446366;41;138055;1;4600000;FUGA
F;294023;25;387753;1;1600000;FUGA
M;478906;42;763050;1;3400000;FUGA
M;27139;45;963993;1;2300000;FUGA
M;674162;47;104400;1;3500000;FUGA
F;2340577;40;1253860;1;8000000;NO FUGA
F;276516;41;0;0;5300000;NO FUGA
F;4379825;53;195242;1;8000000;NO FUGA
M;7803;54;568941;1;8000000;FUGA
M;4711253;48;1068197;3;3100000;FUGA
M;37796;45;294942;3;1400000;FUGA
M;440924;53;327444;1;900000;FUGA
M;1558386;43;501225;1;2300000;FUGA
M;523589;37;1423641;1;5300000;NO FUGA
F;490;42;591391;1;3800000;NO FUGA
F;388586;25;279291;0;1800000;NO FUGA
M;444529;51;28674;1;1900000;FUGA
F;330571;50;0;0;5000000;NO FUGA
M;1856518;53;1626197;1;8000000;FUGA
F;79390;41;469371;0;6200000;NO FUGA
M;2880835;63;821165;2;8000000;NO FUGA
F;602088;25;202848;1;2400000;FUGA
F;14536;43;89433;1;8000000;NO FUGA
M;1214630;53;221914;1;5800000;FUGA
M;2118457;45;1257761;2;8000000;FUGA
M;63652;27;67411;1;1500000;NO FUGA
F;1072881;45;41707;2;4800000;NO FUGA
M;4735695;42;1395420;2;8000000;FUGA
M;42317;54;559560;1;4000000;FUGA
F;229931;49;248942;1;1900000;FUGA
M;401259;32;939336;1;2400000;NO FUGA
M;245963;26;33518;1;1800000;FUGA
F;301388;29;1065148;1;800000;NO FUGA
M;125342;46;281872;1;1600000;FUGA
F;128175;36;121594;0;1600000;NO FUGA
F;80171;30;435441;1;3100000;NO FUGA
M;102035;52;353961;1;5700000;FUGA
M;201223;55;770022;2;1300000;FUGA
M;42761;43;137563;1;1500000;FUGA
F;22381;58;562285;1;3700000;NO FUGA
M;663405;49;122744;1;3100000;FUGA
M;41250;45;74536;3;1200000;FUGA
M;323191;53;2414941;3;3700000;FUGA
M;843643;53;490194;3;1000000;FUGA
M;521837;27;136227;1;2000000;FUGA
M;967467;55;183490;2;6600000;FUGA
M;382227;54;239032;1;1400000;FUGA
F;166830;61;305684;3;550000;NO FUGA
M;1200518;42;2238;1;3900000;FUGA
M;1258597;40;264332;2;4800000;FUGA
F;3668665;40;1050512;1;700000;NO FUGA
F;65896;51;1784;0;2000000;NO FUGA
F;319188;47;208749;0;6700000;NO FUGA
M;340798;49;1021777;1;2600000;NO FUGA
F;513148;47;74449;0;6100000;NO FUGA
M;305034;45;9735;3;2000000;FUGA
M;2912031;42;224118;1;2000000;FUGA
M;546756;35;408720;0;2100000;NO FUGA
M;18912;48;819195;2;4600000;FUGA
F;410571;51;981119;2;500000;NO FUGA
M;238824;27;84260;1;1800000;FUGA
F;3030463;33;1366481;1;2800000;NO FUGA
F;8208032;34;36441;1;1600000;NO FUGA
F;308118;39;201938;0;2400000;NO FUGA
F;723309;36;2419;1;3000000;NO FUGA
F;33225;61;0;0;8000000;NO FUGA
F;20864;40;30211;1;4100000;NO FUGA
M;164964;49;1070861;1;2400000;FUGA
M;31455;48;50874;1;1300000;FUGA
F;163836;43;1416468;1;500000;NO FUGA
M;1277129;40;2492501;1;8000000;FUGA
M;831756;49;314141;1;3100000;FUGA
M;196191;47;592998;1;2400000;FUGA
M;563974;55;1499367;1;4500000;FUGA
M;782109;42;168908;2;900000;FUGA
M;15420;45;765166;1;2300000;FUGA
F;97271;46;612733;0;8000000;NO FUGA
M;36377;42;944653;2;3100000;FUGA
M;14409;49;451779;2;6200000;FUGA
M;294974;50;645983;1;4500000;FUGA
M;765143;46;2094710;1;8000000;FUGA
M;666426;51;487250;2;550000;FUGA
M;442161;45;1079592;1;2600000;FUGA
M;469944;47;90067;1;1800000;FUGA
F;1665678;41;317259;0;4200000;NO FUGA
M;197826;37;457147;1;1600000;NO FUGA
M;542509;46;1435431;2;4600000;FUGA
M;1218063;54;689011;0;8000000;NO FUGA
F;22301;50;1344036;0;4800000;NO FUGA
F;9287;43;168769;3;800000;NO FUGA
M;258961;55;248302;1;1600000;FUGA
M;130582;130;2192623;2;1100000;FUGA
M;40861;55;16428;1;5800000;FUGA
M;2780184;43;209493;2;3100000;FUGA
F;439941;53;239757;2;1800000;FUGA
F;168047;52;65703;1;8000000;NO FUGA
M;324230;37;464148;3;2300000;NO FUGA
M;29089;40;178628;3;1900000;FUGA
F;324232;55;22730;0;1800000;NO FUGA
F;137447;39;14587;1;3500000;NO FUGA
M;2907116;40;235262;1;1700000;FUGA
M;483847;26;1421011;1;1200000;NO FUGA
F;31045;51;73041;1;1700000;NO FUGA
M;963054;54;292914;1;8000000;NO FUGA
M;420687;47;317909;1;1700000;FUGA
M;712652;38;700078;2;8000000;NO FUGA
M;448665;38;1846307;2;1300000;NO FUGA
M;929945;52;1898880;1;8000000;FUGA
M;143729;50;118916;1;1400000;NO FUGA
F;458230;49;1;1;2400000;NO FUGA
F;511399;39;122519;1;1900000;NO FUGA
F;31409;41;1422758;0;6000000;NO FUGA
M;360686;41;964840;1;3700000;FUGA
M;601407;49;604803;1;3600000;FUGA
F;42941;39;97300;1;3700000;NO FUGA
F;6503;45;487826;1;3500000;FUGA
M;344005;53;736739;1;650000;FUGA
F;525047;42;42907;2;1000000;FUGA
F;20064;54;490259;1;4700000;NO FUGA
F;38885;40;702906;0;2000000;NO FUGA
F;1090077;31;623473;1;1400000;NO FUGA
F;389590;28;71019;1;1700000;FUGA
M;2490818;44;56222;2;900000;FUGA
M;576335;40;343867;1;6300000;NO FUGA
M;299914;47;667039;1;5700000;FUGA
F;442858;39;123227;1;1000000;NO FUGA
M;181690;45;2920815;1;4600000;FUGA
F;31029;34;319935;1;3200000;NO FUGA
F;16732;54;9098585;0;2100000;NO FUGA
M;285545;35;780114;1;2800000;NO FUGA
M;4899115;44;34043;1;2400000;FUGA
M;3623265;43;311806;1;2200000;FUGA
F;3961107;32;128690;3;2800000;NO FUGA
F;48088;36;501227;0;8000000;NO FUGA
F;231133;59;213261;1;1500000;NO FUGA
M;39608;29;1123734;0;1600000;NO FUGA
M;56726;52;732681;1;3500000;FUGA
M;816299;50;2615625;2;3000000;FUGA
M;3880268;41;11227;1;3000000;FUGA
M;78184;40;164380;1;2000000;FUGA
M;16415;45;46620;3;1300000;FUGA
F;296530;47;442123;2;1600000;FUGA
M;513041;58;77644;1;1900000;NO FUGA
M;414862;25;167868;0;2000000;NO FUGA
F;2274646;44;236584;1;1600000;FUGA
F;195306;45;387291;1;1400000;FUGA
F;6347636;34;33379;3;1000000;NO FUGA
M;194216;41;1159;1;2600000;NO FUGA
M;661501;47;3361600;2;2900000;FUGA
M;189798;52;582616;1;1600000;FUGA
M;48239;37;141949;1;900000;NO FUGA
M;1505846;37;1938201;1;8000000;NO FUGA
F;719261;60;277747;0;3700000;NO FUGA
F;224947;49;82600;1;1800000;FUGA
M;611842;33;15223;3;3200000;FUGA
M;1744563;41;278079;1;8000000;NO FUGA
F;451223;41;567874;1;1600000;NO FUGA
F;29114;33;315986;0;4500000;NO FUGA
M;796427;47;280508;2;8000000;NO FUGA
M;11231;40;754277;1;2800000;FUGA
M;1498532;59;234817;1;8000000;NO FUGA
M;25511;45;2887078;1;2500000;FUGA
M;361015;47;204460;1;1900000;FUGA
M;501142;52;314999;1;2800000;FUGA
F;4072523;32;638005;1;6700000;NO FUGA
F;44572;44;759062;1;1100000;NO FUGA
M;466932;55;27;1;2600000;FUGA
F;3501797;35;122688;1;1800000;NO FUGA
F;282062;49;272458;1;2200000;FUGA
F;2661121;32;991062;1;2800000;NO FUGA
M;59720;40;1286073;2;4000000;FUGA
F;1046753;57;58;1;8000000;NO FUGA
F;850966;41;0;0;5300000;NO FUGA
M;78672;40;773555;1;4600000;FUGA
M;9809;40;3166402;2;1800000;FUGA
F;377557;48;293610;0;2500000;NO FUGA
M;34875;49;740242;2;1400000;FUGA
M;661305;51;244530;1;2600000;FUGA
F;1630187;28;683523;1;1400000;NO FUGA
F;1504908;34;440616;1;1800000;NO FUGA
M;52468;49;1343296;2;1500000;FUGA
M;413285;50;243988;2;1500000;FUGA
F;488130;46;296197;1;4000000;NO FUGA
M;144171;30;95377;1;1500000;NO FUGA
M;20423;50;393409;2;4200000;FUGA
M;298103;35;210280;1;2000000;NO FUGA
M;16574;43;103;1;1900000;FUGA
M;449545;44;962917;1;1100000;FUGA
M;520679;45;395924;1;1600000;FUGA
M;4741958;44;122799;1;2700000;FUGA
M;220519;42;1978054;2;2200000;FUGA
F;343587;56;304;1;8000000;NO FUGA
F;682321;34;73921;0;4200000;NO FUGA
M;65701;50;32809;1;1700000;FUGA
M;237960;52;1286909;3;8000000;FUGA
M;16438;41;850;1;2600000;NO FUGA
F;237976;30;437418;0;1900000;NO FUGA
F;5253634;37;84245;0;5000000;NO FUGA
M;56557;55;256707;1;1700000;FUGA
M;282653;54;211631;1;2600000;FUGA
M;5738271;40;282046;2;500000;FUGA
F;180812;49;448684;1;2000000;FUGA
M;854321;47;27651;2;3600000;FUGA
F;55664;39;6;1;2400000;NO FUGA
M;709551;48;438560;1;4200000;FUGA
F;230161;44;0;1;7000000;FUGA
F;25177;44;1340946;1;1600000;NO FUGA
F;578726;30;722778;1;1700000;NO FUGA
M;6161208;44;714977;1;700000;FUGA
M;200930;55;1503967;1;2700000;FUGA
F;5319740;33;612888;0;5200000;NO FUGA
F;172623;39;369917;2;1200000;NO FUGA
F;27004;47;323287;1;2000000;NO FUGA
M;26723;40;148474;2;4300000;FUGA
F;3779631;41;1447196;1;3400000;NO FUGA
F;298622;27;194240;1;2000000;NO FUGA
M;701459;30;226296;3;3900000;FUGA
M;2732542;43;1943955;1;6600000;FUGA
M;425984;46;288785;0;8000000;NO FUGA
M;715751;55;601148;2;1100000;FUGA
F;48700;46;235170;1;800000;NO FUGA
M;10877;40;99387;2;1900000;FUGA
M;4100910;41;1122414;1;6200000;FUGA
F;2491871;47;283;0;8000000;NO FUGA
M;4820592;44;165798;2;2900000;FUGA
M;632030;48;510492;1;3200000;NO FUGA
M;355053;39;103427;1;4100000;NO FUGA
M;326493;45;126020;1;1600000;FUGA
M;1272165;50;3640651;2;5200000;FUGA
M;3114083;40;3859893;3;4700000;FUGA
F;56056;43;4728435;1;7100000;NO FUGA
F;6587;48;27600;3;600000;NO FUGA
F;5983555;40;2111226;0;8000000;NO FUGA
M;461251;47;140259;1;3800000;FUGA
F;12220;37;50403;0;1700000;NO FUGA
M;1261973;41;1447410;2;7500000;NO FUGA
M;47431;55;492907;1;3700000;FUGA
M;2008876;52;891743;2;8000000;FUGA
F;447207;32;15117;1;1800000;NO FUGA
M;78092;45;42339;2;1600000;FUGA
M;640755;32;148299;1;3600000;NO FUGA
F;457985;55;142491;3;4200000;FUGA
M;619054;47;1670746;2;2800000;FUGA
F;630735;27;33617;0;4000000;NO FUGA
F;840250;41;2141562;3;2600000;FUGA
M;278437;28;113173;0;1600000;NO FUGA
F;260072;40;126260;0;2800000;NO FUGA
F;17244;53;631485;0;6300000;NO FUGA
M;4288751;43;407135;1;2300000;FUGA
F;399019;41;7857;0;1800000;NO FUGA
F;293684;52;535038;1;7500000;NO FUGA
M;213842;47;427718;1;4400000;FUGA
M;208620;52;472022;1;2400000;FUGA
M;359260;54;4018;3;1300000;FUGA
F;4083;43;488267;1;1600000;NO FUGA
M;17540;40;455871;1;2000000;FUGA
M;683512;39;769998;1;8000000;NO FUGA
M;708850;43;117747;1;4400000;FUGA
M;2076320;52;1164585;3;8000000;FUGA
F;617661;39;89398;0;2400000;NO FUGA
F;1228538;49;1010754;2;8000000;NO FUGA
F;21883;41;830439;2;3100000;FUGA
F;2654047;56;2209598;1;8000000;NO FUGA
M;374962;44;203402;2;1100000;FUGA
M;557080;48;589474;1;4200000;FUGA
F;422659;44;371043;2;3600000;FUGA
F;945133;41;262964;2;4600000;FUGA
F;1929489;40;807545;1;7900000;NO FUGA
M;284389;55;71;1;2600000;FUGA
F;793670;44;580536;1;8000000;NO FUGA
M;497812;53;283696;1;1700000;FUGA
F;300745;52;672595;2;1900000;NO FUGA
F;520352;58;544857;1;4600000;NO FUGA
F;159870;44;2518881;1;3400000;FUGA
M;1149233;36;1079735;0;6400000;NO FUGA
M;851450;36;407033;1;1300000;FUGA
F;5328938;35;330792;1;650000;NO FUGA
M;45857;50;465921;1;1100000;FUGA
F;50867;43;101322;0;2400000;NO FUGA
M;1647102;53;1168018;2;8000000;FUGA
F;261387;41;206893;1;4500000;NO FUGA
M;13447;44;974661;1;700000;FUGA
F;52616;55;350954;0;8000000;NO FUGA
F;4075851;38;121367;1;1600000;NO FUGA
M;6713653;40;196998;1;500000;FUGA
F;54478;57;509402;1;1500000;NO FUGA
M;209985;46;289990;2;1100000;NO FUGA
F;5342;29;701285;1;1900000;NO FUGA
F;1418213;36;971554;1;5500000;NO FUGA
M;335235;54;1443321;2;1200000;FUGA
M;32936;43;206790;3;8000000;FUGA
M;337018;49;226045;2;700000;FUGA
M;504060;49;1020115;1;500000;FUGA
M;1299061;55;283950;1;8000000;FUGA
F;953375;52;702799;1;3900000;FUGA
M;230837;53;4617567;2;2900000;FUGA
M;343534;46;496434;2;1100000;NO FUGA
F;220303;54;469632;1;2400000;NO FUGA
F;251063;25;192266;2;1400000;NO FUGA
F;30137;42;0;0;2000000;NO FUGA
M;375377;50;195701;1;2300000;FUGA
F;3610453;32;323759;1;1600000;NO FUGA
M;656967;48;294475;1;3500000;FUGA
M;40016;35;204304;1;3300000;NO FUGA
M;746772;48;1253972;1;5000000;FUGA
F;250533;25;221;1;1800000;NO FUGA
M;334363;55;249430;1;1200000;FUGA
M;55821;48;0;0;6000000;NO FUGA
M;415258;51;284042;1;1700000;NO FUGA
F;16237;55;453600;3;7200000;NO FUGA
M;68591;39;394286;1;2300000;NO FUGA
F;470892;34;137641;2;2400000;NO FUGA
M;325550;37;391002;1;2300000;NO FUGA
F;3372484;33;351468;0;1600000;NO FUGA
F;51021;43;180814;1;1700000;NO FUGA
M;649038;45;3573544;1;550000;FUGA
F;365235;49;1389750;1;3000000;FUGA
F;30780;47;936128;0;8000000;NO FUGA
F;987034;42;1197634;2;1000000;FUGA
F;7672750;35;16236;3;1100000;NO FUGA
M;293054;39;1069166;2;5000000;NO FUGA
M;633982;50;219877;1;1900000;NO FUGA
F;1082913;50;24502;3;6100000;FUGA
F;678596;43;1626203;0;1100000;NO FUGA
F;288001;47;263794;1;1500000;FUGA
M;136798;32;342420;1;1800000;NO FUGA
M;50683;39;80;1;2000000;NO FUGA
F;11285;50;6412;1;2800000;NO FUGA
F;8233967;38;389725;1;4800000;NO FUGA
M;322295;47;510237;1;2600000;FUGA
M;340100;43;1812554;3;5900000;FUGA
M;417701;40;819614;1;8000000;FUGA
M;33539;43;419525;1;3900000;FUGA
M;446693;40;514764;0;1400000;NO FUGA
M;1519909;47;500;0;8000000;NO FUGA
M;248328;27;1608057;1;2700000;NO FUGA
M;788;40;764130;2;3000000;FUGA
M;730062;48;494997;1;3100000;FUGA
M;259145;52;1157825;1;4200000;FUGA
M;16540;42;770050;1;1300000;FUGA
F;1847122;28;613117;3;1100000;NO FUGA
F;788197;33;964459;0;3300000;NO FUGA
M;229867;53;1999;3;1600000;FUGA
F;6008062;31;1716214;1;750000;NO FUGA
M;918811;46;2265742;2;2000000;FUGA
M;47454;40;441836;1;2900000;FUGA
F;532579;48;421961;1;2100000;FUGA
F;259910;50;242;1;2900000;FUGA
M;275014;48;184003;1;2100000;FUGA
F;314265;38;452946;2;1300000;NO FUGA
F;39718;49;1334;0;2100000;NO FUGA
M;35096;34;628707;1;4900000;NO FUGA
M;141171;43;381984;2;3700000;NO FUGA
F;46466;46;36898;0;2800000;NO FUGA
F;544262;39;292538;1;1900000;NO FUGA
F;32050;60;3866650;0;8000000;NO FUGA
M;190685;42;1544107;2;2000000;FUGA
M;1310757;39;1622213;1;6000000;NO FUGA
M;398798;41;1278174;1;8000000;NO FUGA
F;620287;41;615571;1;5200000;NO FUGA
M;1679794;44;420295;1;3100000;FUGA
M;323879;48;881369;1;1300000;FUGA
M;1464821;53;8131470;2;6800000;FUGA
F;39822;56;215041;3;2700000;NO FUGA
M;57902;52;967049;3;3800000;FUGA
F;2080152;33;12479;1;1600000;NO FUGA
M;249782;41;3059;1;4300000;NO FUGA
M;403368;38;756489;1;3100000;NO FUGA
M;386566;41;46832;1;4100000;NO FUGA
M;4797349;43;173951;2;1300000;FUGA
F;337605;49;505748;1;1500000;NO FUGA
F;6325612;34;915432;1;8000000;NO FUGA
M;119387;41;875759;1;8000000;NO FUGA
F;1094545;47;425231;1;5000000;FUGA
M;723561;41;437566;1;8000000;FUGA
M;75077;41;226551;1;1700000;NO FUGA
F;4393530;39;835170;3;2900000;NO FUGA
M;27072;52;892418;1;500000;FUGA
M;3147564;43;2223271;1;2100000;FUGA
M;689985;47;944930;2;1400000;NO FUGA
F;858907;47;882953;2;3000000;NO FUGA
F;230377;56;6259535;1;8000000;NO FUGA
M;379424;28;885412;1;3000000;FUGA
M;1309996;46;1979326;2;1300000;FUGA
M;1389838;45;103713;1;7000000;FUGA
M;10149;33;291088;1;2200000;NO FUGA
M;287194;50;44121;1;1900000;NO FUGA
M;18872;50;521337;1;4000000;FUGA
M;524971;53;500978;2;3000000;FUGA
F;126058;26;206964;0;2000000;NO FUGA
M;228245;56;68006;1;1700000;NO FUGA
F;3644747;37;40071;1;2000000;NO FUGA
F;373753;58;509424;1;1400000;NO FUGA
M;31340;40;147070;3;8000000;FUGA
F;849273;52;2128163;1;4600000;FUGA
M;17506;55;655183;1;4600000;FUGA
F;174482;54;788015;1;1900000;FUGA
F;342798;48;1354789;3;6200000;NO FUGA
M;430021;51;113464;1;1900000;NO FUGA
M;14010;51;1555214;1;1400000;FUGA
M;58995;40;1263034;2;6900000;FUGA
F;310016;38;307079;0;3100000;NO FUGA
F;72480;49;4670;1;650000;NO FUGA
F;1655547;38;1524676;0;1600000;NO FUGA
F;543937;40;262949;0;2800000;NO FUGA
F;239098;50;764355;1;550000;FUGA
M;228332;26;69436;2;900000;FUGA
F;1165987;44;0;1;7000000;FUGA
M;647536;99;448965;2;1800000;FUGA
M;154483;53;1077791;1;2400000;FUGA
M;5266445;42;1050584;1;3000000;FUGA
M;581779;47;1091533;2;8000000;FUGA
M;423327;49;69796;1;1100000;FUGA
M;283440;48;124112;1;1900000;FUGA
F;115975;43;317653;0;1100000;NO FUGA
M;702680;48;348401;1;3200000;NO FUGA
M;99386;28;48972;1;2600000;FUGA
M;447318;26;61940;1;1800000;FUGA
M;456144;37;69712;2;1800000;NO FUGA
F;590965;44;11157;2;4700000;NO FUGA
F;758886;41;777518;1;4500000;NO FUGA
F;510791;47;1637765;2;1400000;NO FUGA
F;4520348;32;374113;1;3900000;NO FUGA
M;535161;39;101625;1;2300000;NO FUGA
M;51149;29;17171;1;1700000;FUGA
M;1029459;45;37143;1;5000000;FUGA
M;47782;48;70391;1;3800000;FUGA
M;741857;44;10669;2;3200000;FUGA
M;238120;54;602183;1;4000000;FUGA
M;590322;47;1167195;1;1100000;FUGA
F;2685243;40;333792;1;1900000;NO FUGA
F;340138;53;4161193;1;600000;FUGA
M;1427774;51;5423173;1;8000000;NO FUGA
F;31827;41;266154;1;8000000;NO FUGA
M;945970;44;977249;1;3100000;NO FUGA
M;1632627;42;548240;1;4400000;FUGA
F;189630;48;194398;1;1400000;FUGA
M;370324;40;466159;1;3400000;NO FUGA
F;290578;47;763677;3;2100000;NO FUGA
F;325729;51;110384;1;1700000;NO FUGA
M;184078;48;3196305;1;2100000;FUGA
M;571304;48;61593;2;3300000;FUGA
F;3980164;36;1920166;1;3400000;NO FUGA
M;195177;49;116995;3;6200000;FUGA
F;143622;23;126834;1;1300000;NO FUGA
M;98697;49;301056;3;1500000;FUGA
F;105002;42;276104;1;1900000;NO FUGA
F;1514486;50;4117377;1;8000000;FUGA
M;3790004;41;124064;1;1900000;FUGA
M;266359;41;754582;2;6200000;FUGA
M;74232;35;3633339;0;1700000;NO FUGA
M;460122;55;1661477;1;3600000;FUGA
M;168076;29;368125;0;1700000;NO FUGA
F;61104;50;503717;1;4400000;NO FUGA
F;59046;34;0;0;2400000;NO FUGA
F;39737;57;495221;1;1400000;NO FUGA
F;362812;26;99130;0;1700000;NO FUGA
F;751547;40;359142;3;1000000;NO FUGA
F;394365;40;861;1;750000;NO FUGA
F;43699;59;1121969;1;8000000;NO FUGA
M;36264;31;550914;2;800000;NO FUGA
M;124885;54;1605922;3;3100000;FUGA
M;347768;49;213160;1;2300000;FUGA
M;113295;49;26467;1;1900000;FUGA
M;2582704;38;684200;2;1900000;FUGA
M;76441;55;395673;1;3000000;FUGA
M;55129;45;1074327;2;6200000;FUGA
F;79553;34;593926;1;8000000;NO FUGA
M;1043944;45;6492;1;6800000;NO FUGA
F;621146;38;2369852;1;4300000;NO FUGA
F;572903;55;907775;1;2900000;FUGA
M;261690;45;68090;2;1800000;FUGA
M;388890;46;672663;2;1200000;FUGA
M;778503;49;608456;2;8000000;NO FUGA
M;254840;43;81927;2;3700000;FUGA
M;346184;52;377033;1;3200000;FUGA
M;2539;48;1946851;1;2700000;FUGA
M;133884;55;278456;1;8000000;NO FUGA
F;61602;34;1271;1;1300000;NO FUGA
F;28781;60;292804;1;1700000;NO FUGA
M;972020;46;433671;2;4700000;FUGA
M;28120;40;1182585;3;2900000;FUGA
F;70064;30;656117;1;1700000;NO FUGA
M;677093;40;272687;1;2300000;NO FUGA
M;47625;51;6233;1;2100000;FUGA
F;1164229;28;32406;1;2400000;NO FUGA
F;216087;27;148745;3;1500000;NO FUGA
M;239345;41;1;0;5000000;NO FUGA
M;866478;43;1509313;3;2600000;FUGA
F;464315;45;585997;2;3400000;FUGA
F;12269;53;52313;0;3700000;NO FUGA
M;188117;45;1299832;1;4200000;FUGA
M;232498;53;1752186;1;1200000;FUGA
M;4089431;39;538050;3;600000;FUGA
F;1462571;56;2220813;0;5500000;NO FUGA
M;714326;49;1412414;1;2700000;FUGA
M;132466;54;910055;3;2600000;FUGA
M;807495;33;2095031;1;2700000;NO FUGA
M;2738328;53;10556131;3;3000000;FUGA
