GENERO;RENTA;EDAD;TOTAL_DEUDA;M_MOROSO;MONTO
F;6008062;31;1716214;1;750000
M;918811;46;2265742;2;2000000
M;47454;40;441836;1;2900000
F;532579;48;421961;1;2100000
F;259910;50;242;1;2900000
M;275014;48;184003;1;2100000
F;314265;38;452946;2;1300000
F;39718;49;1334;0;2100000
M;35096;34;628707;1;4900000
M;141171;43;381984;2;3700000
F;46466;46;36898;0;2800000
F;544262;39;292538;1;1900000
F;32050;60;3866650;0;8000000
M;190685;42;1544107;2;2000000
M;1310757;39;1622213;1;6000000
M;398798;41;1278174;1;8000000
F;620287;41;615571;1;5200000
M;1679794;44;420295;1;3100000
M;323879;48;881369;1;1300000
M;1464821;53;8131470;2;6800000
F;39822;56;215041;3;2700000
M;57902;52;967049;3;3800000
F;2080152;33;12479;1;1600000
M;249782;41;3059;1;4300000
M;403368;38;756489;1;3100000
M;386566;41;46832;1;4100000
M;4797349;43;173951;2;1300000
F;337605;49;505748;1;1500000
F;6325612;34;915432;1;8000000
M;119387;41;875759;1;8000000
F;1094545;47;425231;1;5000000
M;723561;41;437566;1;8000000
M;75077;41;226551;1;1700000
F;4393530;39;835170;3;2900000
M;27072;52;892418;1;500000
M;3147564;43;2223271;1;2100000
M;689985;47;944930;2;1400000
F;858907;47;882953;2;3000000
F;230377;56;6259535;1;8000000
M;379424;28;885412;1;3000000
M;1309996;46;1979326;2;1300000
M;1389838;45;103713;1;7000000
M;10149;33;291088;1;2200000
M;287194;50;44121;1;1900000
M;18872;50;521337;1;4000000
M;524971;53;500978;2;3000000
F;126058;26;206964;0;2000000
M;228245;56;68006;1;1700000
F;3644747;37;40071;1;2000000
F;373753;58;509424;1;1400000
M;31340;40;147070;3;8000000
F;849273;52;2128163;1;4600000
M;17506;55;655183;1;4600000
F;174482;54;788015;1;1900000
F;342798;48;1354789;3;6200000
M;430021;51;113464;1;1900000
M;14010;51;1555214;1;1400000
M;58995;40;1263034;2;6900000
F;310016;38;307079;0;3100000
F;72480;49;4670;1;650000
F;1655547;38;1524676;0;1600000
F;543937;40;262949;0;2800000
F;239098;50;764355;1;550000
M;228332;26;69436;2;900000
F;1165987;44;0;1;7000000
M;647536;99;448965;2;1800000
M;154483;53;1077791;1;2400000
M;5266445;42;1050584;1;3000000
M;581779;47;1091533;2;8000000
M;423327;49;69796;1;1100000
M;283440;48;124112;1;1900000
F;115975;43;317653;0;1100000
M;702680;48;348401;1;3200000
M;99386;28;48972;1;2600000
M;447318;26;61940;1;1800000
M;456144;37;69712;2;1800000
F;590965;44;11157;2;4700000
F;758886;41;777518;1;4500000
F;510791;47;1637765;2;1400000
F;4520348;32;374113;1;3900000
M;535161;39;101625;1;2300000
M;51149;29;17171;1;1700000
M;1029459;45;37143;1;5000000
M;47782;48;70391;1;3800000
M;741857;44;10669;2;3200000
M;238120;54;602183;1;4000000
M;590322;47;1167195;1;1100000
F;2685243;40;333792;1;1900000
F;340138;53;4161193;1;600000
M;1427774;51;5423173;1;8000000
F;31827;41;266154;1;8000000
M;945970;44;977249;1;3100000
M;1632627;42;548240;1;4400000
F;189630;48;194398;1;1400000
M;370324;40;466159;1;3400000
F;290578;47;763677;3;2100000
F;325729;51;110384;1;1700000
M;184078;48;3196305;1;2100000
M;571304;48;61593;2;3300000
F;3980164;36;1920166;1;3400000
M;195177;49;116995;3;6200000
F;143622;23;126834;1;1300000
M;98697;49;301056;3;1500000
F;105002;42;276104;1;1900000
F;1514486;50;4117377;1;8000000
M;3790004;41;124064;1;1900000
M;266359;41;754582;2;6200000
M;74232;35;3633339;0;1700000
M;460122;55;1661477;1;3600000
M;168076;29;368125;0;1700000
F;61104;50;503717;1;4400000
F;59046;34;0;0;2400000
F;39737;57;495221;1;1400000
F;362812;26;99130;0;1700000
F;751547;40;359142;3;1000000
F;394365;40;861;1;750000
F;43699;59;1121969;1;8000000
M;36264;31;550914;2;800000
M;124885;54;1605922;3;3100000
M;347768;49;213160;1;2300000
M;113295;49;26467;1;1900000
M;2582704;38;684200;2;1900000
M;76441;55;395673;1;3000000
M;55129;45;1074327;2;6200000
F;79553;34;593926;1;8000000
M;1043944;45;6492;1;6800000
F;621146;38;2369852;1;4300000
F;572903;55;907775;1;2900000
M;261690;45;68090;2;1800000
M;388890;46;672663;2;1200000
M;778503;49;608456;2;8000000
M;254840;43;81927;2;3700000
M;346184;52;377033;1;3200000
M;2539;48;1946851;1;2700000
M;133884;55;278456;1;8000000
F;61602;34;1271;1;1300000
F;28781;60;292804;1;1700000
M;972020;46;433671;2;4700000
M;28120;40;1182585;3;2900000
F;70064;30;656117;1;1700000
M;677093;40;272687;1;2300000
M;47625;51;6233;1;2100000
F;1164229;28;32406;1;2400000
F;216087;27;148745;3;1500000
M;239345;41;1;0;5000000
M;866478;43;1509313;3;2600000
F;464315;45;585997;2;3400000
F;12269;53;52313;0;3700000
M;188117;45;1299832;1;4200000
M;232498;53;1752186;1;1200000
M;4089431;39;538050;3;600000
F;1462571;56;2220813;0;5500000
M;714326;49;1412414;1;2700000
M;132466;54;910055;3;2600000
M;807495;33;2095031;1;2700000
M;2738328;53;10556131;3;3000000
F;77004;42;933923;1;8000000
F;36729;54;53;1;3800000
F;204007;41;140740;3;1900000
M;324431;43;100611;1;1500000
M;2659848;44;432538;2;1500000
F;898247;46;197075;1;4200000
F;335793;44;68231;3;1500000
F;1971035;53;10138;1;8000000
F;1762374;52;2516822;0;8000000
M;372927;47;1564159;1;2700000
F;347287;29;1179728;1;1300000
M;640127;40;3058260;3;1100000
F;116550;54;48588;1;2000000
F;237764;32;328891;3;2000000
F;20996;52;116392;1;5700000
F;3007619;40;447990;1;600000
F;193518;41;237616;0;3500000
M;313557;55;384832;0;1900000
F;225340;56;266941;1;1700000
M;484368;51;89632;2;2200000
M;471986;64;490648;2;750000
F;20558;42;1919029;1;600000
M;272339;48;646097;1;4400000
F;34813;32;201304;1;2100000
F;154366;48;500306;1;1400000
M;6353084;44;240325;2;2400000
F;5706020;34;634067;1;1400000
M;608404;48;335814;2;3000000
F;343933;50;795966;1;1500000
F;230631;24;562204;1;1200000
M;45240;45;16353;1;1400000
F;297383;49;607275;2;8000000
F;504668;60;49184;1;3400000
F;25641;51;144890;0;8000000
M;3619351;43;1169620;2;1100000
M;186796;45;283715;1;1300000
M;641450;52;679987;1;1700000
F;944847;30;341493;1;500000
F;5191661;29;579282;1;1000000
M;12190;41;221134;2;2200000
F;442988;46;17340;1;2400000
F;268926;26;57518;1;1800000
M;260711;39;43;2;2000000
F;4234044;37;594672;1;2200000
M;3444834;41;1872347;1;1400000
M;160163;52;224097;1;4600000
M;27615;38;24819;0;4000000
M;523453;41;1086117;0;4000000
M;909300;53;357050;1;8000000
M;55955;45;718745;1;2400000
M;2555213;42;21855;1;6300000
M;7035780;44;403070;1;2300000
M;32426;46;2508209;1;8000000
M;54706;47;742130;3;8000000
F;102666;40;537046;2;2000000
F;843233;51;480787;1;3500000
M;302295;48;494228;1;1500000
M;3522774;44;72073;1;2100000
M;19623;44;499243;1;2000000
M;1243901;48;357572;1;8000000
M;155986;40;149336;2;7700000
F;262546;46;20255;0;5200000
F;1223285;64;419579;1;8000000
M;196487;45;1743518;2;900000
M;52502;46;531707;1;3100000
M;336404;43;110235;1;2900000
F;227410;60;9;1;2100000
M;172446;46;278;0;2000000
M;88834;49;1953353;3;2900000
M;153227;52;235710;1;1900000
M;1483169;36;1229777;0;8000000
M;648473;38;415042;1;5800000
M;67481;48;237778;1;900000
M;1408938;51;355923;1;8000000
M;82833;54;559230;2;600000
M;173616;35;371558;0;2100000
M;72460;40;5274153;1;8000000
F;1077345;31;355476;0;4500000
M;116860;52;4497534;1;1400000
F;3415100;33;1525802;1;2400000
M;3746362;45;357470;2;2900000
F;1869667;52;277392;1;8000000
M;856323;39;36697;1;5100000
M;319263;47;205927;1;2800000
F;247023;45;263620;1;1600000
M;350887;38;270200;1;3500000
F;2468092;38;2808187;1;5600000
M;360197;37;91867;2;2400000
F;1489155;39;506538;3;7200000
M;1053556;44;49650;1;2200000
F;297597;45;194553;2;1500000
F;289235;42;211452;1;1600000
F;45495;41;171549;1;4700000
F;349862;43;0;0;2200000
M;313957;55;82;1;6500000
F;3107426;30;176375;0;4400000
F;264913;44;191637;1;3000000
F;19657;53;1848932;1;500000
M;300552;37;529556;1;5900000
F;367123;49;73906;0;1400000
F;57553;32;30873;2;1300000
F;32589;61;372157;3;550000
F;85633;55;339575;1;4500000
M;404638;51;278687;1;3500000
F;50253;34;1061810;1;1500000
F;599826;26;68293;2;1600000
M;388664;46;2121517;2;1600000
F;544484;50;707993;3;3800000
M;590533;47;609315;3;5100000
M;224652;46;10809;1;2300000
M;862326;40;1839626;2;1500000
F;421974;51;226531;2;8000000
M;18220;40;81257;2;5100000
M;737822;52;9456;2;3600000
F;14253;39;571751;1;1200000
M;7712334;42;36300;1;1900000
M;780362;44;633796;1;4100000
F;20782;61;76418;1;8000000
F;397420;34;1358575;1;3500000
M;558129;48;9581;1;4800000
F;59793;25;59906;1;2600000
M;1487077;43;699962;1;8000000
F;657187;51;11087237;1;8000000
F;10046;35;455369;1;2400000
M;180916;49;45218;1;2200000
M;331514;45;169453;1;3800000
M;69387;40;381738;1;2400000
M;1089049;53;339587;1;5300000
M;3470968;44;357240;1;1900000
M;13346;44;1357392;1;5600000
F;11397;62;204888;0;1500000
M;446648;49;411551;1;1000000
F;18120;45;563325;1;1300000
F;15017;45;1096432;1;700000
F;2375673;56;2272658;1;8000000
M;73810;43;570609;2;1500000
M;345202;38;101008;1;1600000
F;2491520;40;308217;1;3600000
M;213761;38;230320;0;2200000
F;401148;45;985;1;1800000
M;2674979;44;1083764;2;2000000
M;8098;55;132085;1;3900000
M;227368;40;200674;1;1600000
M;1415267;51;750795;3;6400000
M;6948519;32;1086505;1;2600000
F;44075;48;196;1;1500000
M;1023558;44;6261525;2;2900000
M;25232;62;353580;1;1100000
F;177905;36;493155;1;1400000
F;42107;45;148770;1;750000
M;1610232;42;634051;1;7000000
F;201090;58;57406;1;6500000
M;1019226;40;607337;2;2400000
M;186055;37;21418;1;5000000
F;23956;41;210536;0;8000000
M;432981;37;464594;3;2300000
M;316415;50;195167;1;2200000
F;2888829;34;7;0;2700000
F;529553;45;600938;1;1900000
F;1471243;29;1307498;0;5400000
M;425135;43;443153;1;2900000
F;559366;40;378173;1;2600000
F;796163;41;1102937;1;3200000
F;62163;53;37890;1;4100000
M;405315;38;34498;1;1800000
M;550636;53;934897;1;2900000
M;188874;47;214059;1;1700000
M;247499;40;449342;1;5100000
M;232619;50;68734;1;2600000
F;799431;51;300336;1;4000000
M;21014;35;448056;1;1900000
F;26057;38;9;0;3800000
M;81033;43;126954;2;4500000
M;89174;40;546981;2;1200000
F;776601;52;11366;1;8000000
F;7114907;34;361120;0;1400000
M;198319;28;217121;1;1200000
M;1455104;50;410295;1;7900000
M;605736;41;1;0;5000000
M;1388479;50;196619;1;7000000
M;372219;49;185216;1;1600000
M;1652456;43;17709;2;3000000
M;765344;40;534702;1;4200000
M;424142;39;1254612;2;5000000
M;50085;47;103375;2;5000000
M;336471;52;1331036;1;1800000
F;866405;44;759980;3;5200000
M;432365;47;1991952;3;7800000
M;1499161;54;1663168;2;3700000
M;302809;41;444388;1;2400000
M;182941;48;578071;1;500000
F;352453;32;236276;1;2100000
M;422553;53;343;1;2400000
M;68313;26;30;1;5900000
F;31260;46;1051482;1;2600000
M;277887;29;154101;0;1600000
M;823135;38;516356;3;6000000
F;58944;46;128215;1;2300000
M;31110;46;348936;1;8000000
F;210567;29;478171;1;1900000
F;368128;50;0;0;5000000
F;4238245;53;3538952;1;8000000
M;346019;45;203933;1;2700000
F;5349;41;69657;1;2500000
F;33691;41;219372;1;1300000
M;419728;33;921753;2;1300000
F;272754;29;434479;1;1900000
M;1060563;50;969893;1;8000000
M;4260843;42;586518;1;1200000
F;181414;45;232747;1;2500000
M;11361;40;200;1;4000000
F;165431;54;282974;1;3800000
M;169846;41;348421;1;1500000
M;527832;42;26746;0;2700000
F;8067;44;31555;0;7500000
F;219079;53;392433;1;1900000
M;302295;49;485344;2;1500000
M;273617;53;528090;2;1700000
M;32828;50;74176;1;2600000
F;46625;44;2471595;1;7800000
M;114157;47;5023025;3;3000000
M;2943645;42;3016086;1;3200000
F;32910;38;488663;1;5100000
M;1040669;42;1068831;0;8000000
M;533635;44;1230981;2;1700000
F;6632201;30;425527;1;1900000
F;94292;48;239552;1;3700000
M;445483;43;1063;1;1500000
F;537623;48;417600;2;750000
M;553688;48;1158321;1;2400000
F;266544;37;554896;0;3200000
M;1209750;49;59814;3;6200000
M;307167;41;455614;1;2800000
M;182547;52;1780012;1;7300000
F;13862;60;456279;1;1000000
F;17172;49;3816;1;1300000
M;191945;45;196684;1;1800000
M;1274375;41;878643;1;1500000
M;296475;52;351351;2;2000000
M;512198;37;18961;1;5000000
M;2483;40;540319;1;3400000
M;401905;40;110658;1;8000000
M;3152;47;1961417;2;1600000
F;36072;50;0;0;2400000
F;62126;53;671343;1;1600000
M;251277;38;589131;1;6700000
M;1009284;44;606434;1;6400000
M;180423;30;261929;3;1200000
F;4263445;37;558746;1;8000000
M;259565;46;14677;2;2700000
M;4190458;35;523814;1;1600000
F;243686;45;140679;0;2300000
F;7024;41;382;1;900000
M;1817021;40;553287;1;3600000
M;2802729;44;907513;1;8000000
F;821164;46;26588;1;4500000
M;4487760;41;985636;1;3000000
M;31983;48;1570429;2;3300000
M;35946;46;164758;1;5400000
M;1123705;30;253497;3;3200000
M;624324;44;738215;1;3000000
M;1256039;48;515062;1;6200000
F;70772;44;347250;1;7400000
F;134950;46;480155;0;2800000
F;1037129;53;5050674;1;6900000
M;116645;39;70050;2;1500000
M;37858;45;30782;1;1900000
F;329154;31;204963;1;1800000
F;7679;48;1925096;1;6300000
F;411775;27;112424;1;2000000
F;38304;31;179488;1;1600000
M;11143;44;430701;1;1400000
M;550403;40;175607;1;2600000
F;913709;52;328863;3;2100000
F;718481;36;367865;0;4200000
M;434938;48;629;1;4100000
M;860299;45;1180445;3;1000000
M;42966;44;325898;1;1400000
M;1004261;53;1035631;1;7500000
M;19078;34;261470;3;500000
F;292643;55;357233;1;2600000
F;1656954;42;789011;0;8000000
M;791032;46;1443716;2;2500000
M;657448;33;137044;1;2200000
M;1226521;44;100872;1;1700000
F;2366007;34;600501;1;1500000
M;7542;51;2347997;1;3700000
F;207842;27;115910;1;2000000
F;66207;47;1568141;1;2100000
M;124410;31;1501906;1;2100000
M;519301;43;319318;1;5700000
M;136344;31;1097748;2;800000
M;18673;48;1424227;2;1200000
M;164237;33;2462;1;900000
M;185945;35;246106;0;4900000
F;420183;49;1752730;1;650000
F;57600;56;123047;0;2200000
F;6374643;33;1076792;1;8000000
M;614269;52;85791;1;4900000
M;669543;56;1384150;2;8000000
F;1919636;59;990836;1;8000000
M;364253;34;144056;1;1800000
F;277287;54;3911;0;8000000
M;417447;50;167084;1;2000000
M;78452;27;264278;1;1500000
M;326986;29;61068;2;1400000
M;53533;38;2160708;2;2100000
M;438453;52;368170;2;1900000
M;478539;49;466756;1;3600000
F;866837;48;159791;1;4400000
M;148972;51;3380197;2;4600000
M;251903;36;318486;2;4200000
M;789407;42;1412048;2;2800000
M;991745;32;298220;3;3900000
M;569293;53;136166;1;2400000
M;972106;50;255241;2;4000000
M;41644;45;624021;1;1800000
M;2174340;47;35033;1;8000000
F;479698;45;171593;1;2000000
M;200515;28;352238;2;8000000
M;498873;38;1460903;2;3700000
M;815428;41;919139;0;4000000
M;373281;29;209243;2;1000000
M;5412763;43;205541;3;900000
M;653079;34;579978;2;4600000
M;113780;53;492953;2;3300000
M;613835;34;2059719;3;650000
M;4638;41;126354;1;3400000
M;1619619;38;1027128;1;8000000
M;974780;41;250981;1;4600000
M;121920;44;661982;2;1100000
F;996236;28;209010;1;4900000
M;49729;49;214224;3;3100000
F;62871;60;188018;0;2200000
F;20795;41;22375;1;5600000
F;496623;53;156443;1;4000000
M;1171660;50;226550;1;5500000
M;150365;53;1754;1;6800000
M;466375;53;129345;1;2400000
M;573868;41;732776;1;1800000
M;610687;41;2624510;1;8000000
F;394348;47;29458;3;1800000
M;189840;30;223784;1;3700000
M;674353;28;108937;1;4200000
F;426359;55;513303;1;1300000
M;1055857;53;911168;3;1300000
M;681630;51;2632685;2;1200000
F;2995210;38;37961;1;1400000
F;71338;47;1857;1;4200000
M;98439;52;773299;1;3100000
M;1111087;34;540427;1;8000000
F;723334;49;323399;1;3300000
M;422674;49;1252608;2;1500000
M;653274;53;504971;1;4400000
M;13699;40;11018;1;4900000
M;203641;41;14650;1;5400000
M;214539;38;771062;2;8000000
F;282617;27;334932;0;1400000
M;549904;45;93340;1;3600000
F;547028;47;17560;1;2100000
M;53146;54;670842;2;1400000
F;156568;61;699386;1;900000
F;65801;46;3638561;3;2200000
F;238920;40;113108;1;2600000
M;462529;53;578179;2;6400000
M;920031;48;1791515;2;1200000
M;143139;50;962217;2;3300000
F;1821830;42;1513894;2;8000000
M;1874624;51;82945;0;8000000
M;280917;41;1895825;2;6200000
F;1422555;43;9541;1;8000000
M;312747;53;4930105;1;7500000
M;1223979;38;96105;2;8000000
M;344044;39;93341;1;2500000
F;6881;50;526356;1;2200000
F;230144;42;1311856;0;2500000
F;1790030;56;3502651;1;8000000
M;499746;44;1311808;1;1500000
F;412310;47;553830;2;500000
M;148912;50;635057;2;4000000
M;208925;46;1167577;2;550000
F;1115255;52;400605;1;7500000
M;6367994;40;28794;1;2200000
F;403286;37;26954;0;1700000
M;563445;29;98735;1;5000000
M;368208;48;990250;1;900000
M;75003;29;98856;2;3700000
F;2652;50;115421;1;2000000
F;255311;46;297665;2;2300000
M;527331;47;262403;1;2100000
M;719491;38;250528;2;1200000
F;440129;38;116158;1;4000000
M;250328;38;166904;3;1800000
M;183362;47;1470504;1;3400000
M;89059;45;255700;1;4100000
M;36386;46;1216650;2;2100000
M;104205;47;701321;3;750000
F;205613;26;317182;1;1200000
F;557764;41;1546891;3;2600000
M;331895;37;1935875;1;4500000
F;8454317;40;20889;1;1600000
F;205041;43;650993;3;1100000
M;70335;54;1270582;1;1800000
M;725881;51;730901;1;4200000
M;4034859;42;665746;2;4600000
M;47099;49;681543;1;2100000

